instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,daylight_hrs
7832,2011-11-27,4,0,11,22,False,0,False,1,0.48,0.4697,0.72,0.2537,13,53,66,10.12
7833,2011-11-27,4,0,11,23,False,0,False,1,0.48,0.4697,0.72,0.2537,5,27,32,10.12
7834,2011-11-28,4,0,11,0,False,1,True,1,0.46,0.4545,0.77,0.2836,6,10,16,10.12
7835,2011-11-28,4,0,11,1,False,1,True,1,0.46,0.4545,0.77,0.2985,1,12,13,10.12
7836,2011-11-28,4,0,11,3,False,1,True,1,0.44,0.4394,0.88,0.2239,1,4,5,10.12
7837,2011-11-28,4,0,11,4,False,1,True,1,0.44,0.4394,0.82,0.0896,0,4,4,10.12
7838,2011-11-28,4,0,11,5,False,1,True,1,0.4,0.4091,0.87,0.0,0,34,34,10.12
7839,2011-11-28,4,0,11,6,False,1,True,1,0.42,0.4242,0.82,0.0896,6,98,104,10.12
7840,2011-11-28,4,0,11,7,False,1,True,1,0.42,0.4242,0.88,0.0,7,270,277,10.12
7841,2011-11-28,4,0,11,8,False,1,True,2,0.42,0.4242,0.94,0.0,13,394,407,10.12
7842,2011-11-28,4,0,11,9,False,1,True,2,0.44,0.4394,0.88,0.2239,17,191,208,10.12
7843,2011-11-28,4,0,11,10,False,1,True,2,0.48,0.4697,0.77,0.1343,21,86,107,10.12
7844,2011-11-28,4,0,11,11,False,1,True,2,0.52,0.5,0.68,0.1045,11,107,118,10.12
7845,2011-11-28,4,0,11,12,False,1,True,1,0.56,0.5303,0.6,0.1045,13,165,178,10.12
7846,2011-11-28,4,0,11,13,False,1,True,2,0.58,0.5455,0.56,0.0,25,137,162,10.12
7847,2011-11-28,4,0,11,14,False,1,True,1,0.6,0.6212,0.56,0.0,14,129,143,10.12
7848,2011-11-28,4,0,11,15,False,1,True,1,0.58,0.5455,0.6,0.1642,18,132,150,10.12
7849,2011-11-28,4,0,11,16,False,1,True,1,0.56,0.5303,0.6,0.194,24,240,264,10.12
7850,2011-11-28,4,0,11,17,False,1,True,1,0.58,0.5455,0.56,0.194,24,444,468,10.12
7851,2011-11-28,4,0,11,18,False,1,True,1,0.56,0.5303,0.64,0.2239,20,396,416,10.12
7852,2011-11-28,4,0,11,19,False,1,True,1,0.54,0.5152,0.73,0.2239,4,260,264,10.12
7853,2011-11-28,4,0,11,20,False,1,True,2,0.54,0.5152,0.73,0.2537,12,206,218,10.12
7854,2011-11-28,4,0,11,21,False,1,True,2,0.54,0.5152,0.77,0.2239,4,152,156,10.12
7855,2011-11-28,4,0,11,22,False,1,True,2,0.52,0.5,0.83,0.1045,7,102,109,10.12
7856,2011-11-28,4,0,11,23,False,1,True,2,0.52,0.5,0.83,0.1343,5,41,46,10.12
7857,2011-11-29,4,0,11,0,False,2,True,1,0.52,0.5,0.83,0.0,4,18,22,10.12
7858,2011-11-29,4,0,11,1,False,2,True,1,0.52,0.5,0.83,0.0896,1,16,17,10.12
7859,2011-11-29,4,0,11,2,False,2,True,2,0.5,0.4848,0.88,0.0,0,5,5,10.12
7860,2011-11-29,4,0,11,3,False,2,True,2,0.5,0.4848,0.88,0.0,0,2,2,10.12
7861,2011-11-29,4,0,11,4,False,2,True,2,0.52,0.5,0.83,0.3284,1,5,6,10.12
7862,2011-11-29,4,0,11,5,False,2,True,1,0.5,0.4848,0.88,0.2836,1,21,22,10.12
7863,2011-11-29,4,0,11,6,False,2,True,1,0.52,0.5,0.83,0.2836,1,88,89,10.12
7864,2011-11-29,4,0,11,7,False,2,True,1,0.52,0.5,0.77,0.2239,12,330,342,10.12
7865,2011-11-29,4,0,11,8,False,2,True,1,0.54,0.5152,0.77,0.2836,9,440,449,10.12
7866,2011-11-29,4,0,11,9,False,2,True,3,0.56,0.5303,0.73,0.4179,5,197,202,10.12
7867,2011-11-29,4,0,11,10,False,2,True,3,0.56,0.5303,0.73,0.4179,2,34,36,10.12
7868,2011-11-29,4,0,11,11,False,2,True,3,0.5,0.4848,0.88,0.2985,1,10,11,10.12
7869,2011-11-29,4,0,11,12,False,2,True,3,0.42,0.4242,0.82,0.4179,1,17,18,10.12
7870,2011-11-29,4,0,11,13,False,2,True,3,0.42,0.4242,0.77,0.2836,0,22,22,10.12
7871,2011-11-29,4,0,11,14,False,2,True,3,0.4,0.4091,0.94,0.194,1,35,36,10.12
7872,2011-11-29,4,0,11,15,False,2,True,3,0.4,0.4091,0.87,0.3284,5,60,65,10.12
7873,2011-11-29,4,0,11,16,False,2,True,3,0.4,0.4091,0.87,0.2239,5,146,151,10.12
7874,2011-11-29,4,0,11,17,False,2,True,2,0.4,0.4091,0.87,0.2985,8,346,354,10.12
7875,2011-11-29,4,0,11,18,False,2,True,2,0.4,0.4091,0.82,0.2985,11,347,358,10.12
7876,2011-11-29,4,0,11,19,False,2,True,2,0.4,0.4091,0.82,0.3284,6,244,250,10.12
7877,2011-11-29,4,0,11,20,False,2,True,2,0.38,0.3939,0.87,0.2537,8,176,184,10.12
7878,2011-11-29,4,0,11,21,False,2,True,2,0.38,0.3939,0.87,0.2537,9,116,125,10.12
7879,2011-11-29,4,0,11,22,False,2,True,1,0.38,0.3939,0.82,0.2985,5,90,95,10.12
7880,2011-11-29,4,0,11,23,False,2,True,1,0.36,0.3333,0.76,0.3881,0,53,53,10.12
7881,2011-11-30,4,0,11,0,False,3,True,1,0.36,0.3333,0.62,0.4179,1,23,24,10.12
7882,2011-11-30,4,0,11,1,False,3,True,1,0.34,0.303,0.66,0.3284,0,8,8,10.12
7883,2011-11-30,4,0,11,2,False,3,True,1,0.32,0.3182,0.7,0.1642,0,5,5,10.12
7884,2011-11-30,4,0,11,3,False,3,True,1,0.32,0.3182,0.7,0.1642,0,1,1,10.12
7885,2011-11-30,4,0,11,4,False,3,True,1,0.3,0.2879,0.75,0.2239,0,5,5,10.12
7886,2011-11-30,4,0,11,5,False,3,True,1,0.28,0.2727,0.81,0.194,1,21,22,10.12
7887,2011-11-30,4,0,11,6,False,3,True,1,0.26,0.2727,0.87,0.1045,3,100,103,10.12
7888,2011-11-30,4,0,11,7,False,3,True,1,0.26,0.2727,0.81,0.1045,9,276,285,10.12
7889,2011-11-30,4,0,11,8,False,3,True,1,0.28,0.2727,0.81,0.194,13,465,478,10.12
7890,2011-11-30,4,0,11,9,False,3,True,1,0.3,0.2879,0.75,0.2836,7,186,193,10.12
7891,2011-11-30,4,0,11,10,False,3,True,1,0.34,0.3182,0.66,0.2239,15,95,110,10.12
7892,2011-11-30,4,0,11,11,False,3,True,1,0.38,0.3939,0.54,0.2985,10,112,122,10.12
7893,2011-11-30,4,0,11,12,False,3,True,2,0.36,0.3333,0.53,0.2836,12,148,160,10.12
7894,2011-11-30,4,0,11,13,False,3,True,2,0.38,0.3939,0.43,0.3582,16,131,147,10.12
7895,2011-11-30,4,0,11,14,False,3,True,2,0.38,0.3939,0.43,0.3582,13,99,112,10.12
7896,2011-11-30,4,0,11,15,False,3,True,1,0.36,0.3333,0.46,0.3284,11,104,115,10.12
7897,2011-11-30,4,0,11,16,False,3,True,1,0.36,0.3333,0.46,0.2836,27,199,226,10.12
7898,2011-11-30,4,0,11,17,False,3,True,2,0.34,0.303,0.49,0.3284,15,365,380,10.12
7899,2011-11-30,4,0,11,18,False,3,True,1,0.34,0.303,0.49,0.3284,7,369,376,10.12
7900,2011-11-30,4,0,11,19,False,3,True,2,0.32,0.303,0.57,0.2836,6,273,279,10.12
7901,2011-11-30,4,0,11,20,False,3,True,2,0.32,0.303,0.57,0.2836,6,184,190,10.12
7902,2011-11-30,4,0,11,21,False,3,True,1,0.32,0.2879,0.53,0.3881,7,128,135,10.12
7903,2011-11-30,4,0,11,22,False,3,True,1,0.3,0.2727,0.56,0.2985,5,82,87,10.12
7904,2011-11-30,4,0,11,23,False,3,True,1,0.28,0.2576,0.52,0.2836,4,46,50,10.12
7905,2011-12-01,4,0,12,0,False,4,True,1,0.28,0.2576,0.52,0.3284,1,19,20,9.5
7906,2011-12-01,4,0,12,1,False,4,True,1,0.26,0.2424,0.6,0.2836,1,9,10,9.5
7907,2011-12-01,4,0,12,2,False,4,True,1,0.26,0.2273,0.56,0.2985,1,8,9,9.5
7908,2011-12-01,4,0,12,3,False,4,True,1,0.26,0.2424,0.56,0.2537,1,6,7,9.5
7909,2011-12-01,4,0,12,4,False,4,True,1,0.26,0.2424,0.56,0.2836,0,1,1,9.5
7910,2011-12-01,4,0,12,5,False,4,True,1,0.26,0.2424,0.56,0.2537,1,23,24,9.5
7911,2011-12-01,4,0,12,6,False,4,True,1,0.24,0.2121,0.65,0.2836,5,92,97,9.5
7912,2011-12-01,4,0,12,7,False,4,True,1,0.24,0.2121,0.65,0.3582,11,265,276,9.5
7913,2011-12-01,4,0,12,8,False,4,True,1,0.26,0.2273,0.6,0.3284,15,462,477,9.5
7914,2011-12-01,4,0,12,9,False,4,True,1,0.3,0.2727,0.52,0.3284,9,215,224,9.5
7915,2011-12-01,4,0,12,10,False,4,True,1,0.32,0.303,0.53,0.2985,7,86,93,9.5
7916,2011-12-01,4,0,12,11,False,4,True,1,0.34,0.3182,0.49,0.2537,7,95,102,9.5
7917,2011-12-01,4,0,12,12,False,4,True,1,0.36,0.3485,0.46,0.2239,9,139,148,9.5
7918,2011-12-01,4,0,12,13,False,4,True,1,0.4,0.4091,0.4,0.2239,17,137,154,9.5
7919,2011-12-01,4,0,12,14,False,4,True,1,0.4,0.4091,0.4,0.2239,20,130,150,9.5
7920,2011-12-01,4,0,12,15,False,4,True,1,0.4,0.4091,0.4,0.2239,10,144,154,9.5
7921,2011-12-01,4,0,12,16,False,4,True,1,0.4,0.4091,0.4,0.194,9,192,201,9.5
7922,2011-12-01,4,0,12,17,False,4,True,1,0.36,0.3485,0.46,0.1343,9,409,418,9.5
7923,2011-12-01,4,0,12,18,False,4,True,1,0.36,0.3636,0.43,0.1045,12,393,405,9.5
7924,2011-12-01,4,0,12,19,False,4,True,1,0.34,0.3485,0.46,0.1045,9,219,228,9.5
7925,2011-12-01,4,0,12,20,False,4,True,1,0.34,0.3485,0.46,0.1045,12,178,190,9.5
7926,2011-12-01,4,0,12,21,False,4,True,1,0.3,0.3182,0.61,0.1045,8,154,162,9.5
7927,2011-12-01,4,0,12,22,False,4,True,1,0.3,0.3333,0.61,0.0,5,99,104,9.5
7928,2011-12-01,4,0,12,23,False,4,True,1,0.26,0.2879,0.7,0.0896,3,70,73,9.5
7929,2011-12-02,4,0,12,0,False,5,True,1,0.26,0.2879,0.7,0.0896,6,32,38,9.5
7930,2011-12-02,4,0,12,1,False,5,True,1,0.24,0.2879,0.75,0.0,1,14,15,9.5
7931,2011-12-02,4,0,12,2,False,5,True,1,0.24,0.2879,0.75,0.0,0,10,10,9.5
7932,2011-12-02,4,0,12,3,False,5,True,1,0.22,0.2727,0.8,0.0,0,1,1,9.5
7933,2011-12-02,4,0,12,4,False,5,True,1,0.22,0.2727,0.8,0.0,0,3,3,9.5
7934,2011-12-02,4,0,12,5,False,5,True,1,0.22,0.2576,0.8,0.0896,0,23,23,9.5
7935,2011-12-02,4,0,12,6,False,5,True,1,0.22,0.2727,0.8,0.0,3,84,87,9.5
7936,2011-12-02,4,0,12,7,False,5,True,1,0.22,0.2576,0.87,0.0896,6,199,205,9.5
7937,2011-12-02,4,0,12,8,False,5,True,1,0.24,0.2879,0.87,0.0,13,432,445,9.5
7938,2011-12-02,4,0,12,9,False,5,True,1,0.28,0.3182,0.81,0.0,12,234,246,9.5
7939,2011-12-02,4,0,12,10,False,5,True,1,0.3,0.2879,0.75,0.2239,16,89,105,9.5
7940,2011-12-02,4,0,12,11,False,5,True,1,0.34,0.3333,0.66,0.1642,18,142,160,9.5
7941,2011-12-02,4,0,12,12,False,5,True,1,0.36,0.3485,0.57,0.1343,18,186,204,9.5
7942,2011-12-02,4,0,12,13,False,5,True,1,0.4,0.4091,0.47,0.1343,19,188,207,9.5
7943,2011-12-02,4,0,12,14,False,5,True,1,0.42,0.4242,0.44,0.1045,25,145,170,9.5
7944,2011-12-02,4,0,12,15,False,5,True,1,0.42,0.4242,0.41,0.0896,24,175,199,9.5
7945,2011-12-02,4,0,12,16,False,5,True,1,0.42,0.4242,0.41,0.0896,22,254,276,9.5
7946,2011-12-02,4,0,12,17,False,5,True,1,0.42,0.4242,0.38,0.0,20,391,411,9.5
7947,2011-12-02,4,0,12,18,False,5,True,1,0.4,0.4091,0.5,0.0,10,362,372,9.5
7948,2011-12-02,4,0,12,19,False,5,True,1,0.34,0.3182,0.53,0.2537,13,252,265,9.5
7949,2011-12-02,4,0,12,20,False,5,True,1,0.38,0.3939,0.4,0.2836,12,178,190,9.5
7950,2011-12-02,4,0,12,21,False,5,True,1,0.34,0.3333,0.49,0.194,9,102,111,9.5
7951,2011-12-02,4,0,12,22,False,5,True,1,0.32,0.3182,0.53,0.194,7,95,102,9.5
7952,2011-12-02,4,0,12,23,False,5,True,1,0.32,0.303,0.53,0.2836,14,81,95,9.5
7953,2011-12-03,4,0,12,0,False,6,False,1,0.3,0.2879,0.56,0.2537,10,65,75,9.5
7954,2011-12-03,4,0,12,1,False,6,False,1,0.26,0.2576,0.65,0.194,9,62,71,9.5
7955,2011-12-03,4,0,12,2,False,6,False,1,0.26,0.2576,0.65,0.1642,9,41,50,9.5
7956,2011-12-03,4,0,12,3,False,6,False,1,0.24,0.2424,0.7,0.1343,4,5,9,9.5
7957,2011-12-03,4,0,12,4,False,6,False,1,0.22,0.2273,0.75,0.1343,1,7,8,9.5
7958,2011-12-03,4,0,12,5,False,6,False,1,0.24,0.2576,0.7,0.0896,0,6,6,9.5
7959,2011-12-03,4,0,12,6,False,6,False,1,0.24,0.2576,0.65,0.1045,1,10,11,9.5
7960,2011-12-03,4,0,12,7,False,6,False,1,0.22,0.2576,0.75,0.0896,2,24,26,9.5
7961,2011-12-03,4,0,12,8,False,6,False,1,0.24,0.2576,0.75,0.0896,1,62,63,9.5
7962,2011-12-03,4,0,12,9,False,6,False,1,0.26,0.2727,0.7,0.1045,25,99,124,9.5
7963,2011-12-03,4,0,12,10,False,6,False,1,0.32,0.3333,0.61,0.1343,22,173,195,9.5
7964,2011-12-03,4,0,12,11,False,6,False,1,0.32,0.3333,0.57,0.0896,48,227,275,9.5
7965,2011-12-03,4,0,12,12,False,6,False,1,0.36,0.3788,0.5,0.0,78,280,358,9.5
7966,2011-12-03,4,0,12,13,False,6,False,1,0.36,0.3636,0.5,0.0896,70,222,292,9.5
7967,2011-12-03,4,0,12,14,False,6,False,1,0.36,0.3788,0.46,0.0,92,251,343,9.5
7968,2011-12-03,4,0,12,15,False,6,False,1,0.38,0.3939,0.46,0.0,100,237,337,9.5
7969,2011-12-03,4,0,12,16,False,6,False,1,0.38,0.3939,0.46,0.0,75,230,305,9.5
7970,2011-12-03,4,0,12,17,False,6,False,1,0.36,0.3788,0.62,0.0,46,186,232,9.5
7971,2011-12-03,4,0,12,18,False,6,False,1,0.34,0.3333,0.53,0.1343,31,193,224,9.5
7972,2011-12-03,4,0,12,19,False,6,False,1,0.3,0.3182,0.61,0.0896,31,144,175,9.5
7973,2011-12-03,4,0,12,20,False,6,False,1,0.3,0.3182,0.61,0.0896,17,110,127,9.5
7974,2011-12-03,4,0,12,21,False,6,False,2,0.3,0.3182,0.61,0.0896,5,104,109,9.5
7975,2011-12-03,4,0,12,22,False,6,False,2,0.32,0.3333,0.61,0.0896,17,97,114,9.5
7976,2011-12-03,4,0,12,23,False,6,False,1,0.3,0.303,0.7,0.1343,12,73,85,9.5
7977,2011-12-04,4,0,12,0,False,0,False,1,0.3,0.3182,0.7,0.1045,19,64,83,9.5
7978,2011-12-04,4,0,12,1,False,0,False,1,0.3,0.3182,0.75,0.0896,20,54,74,9.5
7979,2011-12-04,4,0,12,2,False,0,False,1,0.26,0.303,0.81,0.0,11,51,62,9.5
7980,2011-12-04,4,0,12,3,False,0,False,1,0.28,0.3182,0.75,0.0,7,34,41,9.5
7981,2011-12-04,4,0,12,4,False,0,False,1,0.26,0.303,0.87,0.0,2,9,11,9.5
7982,2011-12-04,4,0,12,5,False,0,False,1,0.26,0.303,0.81,0.0,2,2,4,9.5
7983,2011-12-04,4,0,12,6,False,0,False,1,0.24,0.2879,0.93,0.0,1,3,4,9.5
7984,2011-12-04,4,0,12,7,False,0,False,1,0.26,0.303,0.87,0.0,3,23,26,9.5
7985,2011-12-04,4,0,12,8,False,0,False,1,0.26,0.303,0.87,0.0,7,48,55,9.5
7986,2011-12-04,4,0,12,9,False,0,False,1,0.3,0.3333,0.81,0.0,12,114,126,9.5
7987,2011-12-04,4,0,12,10,False,0,False,1,0.32,0.3333,0.81,0.1343,36,180,216,9.5
7988,2011-12-04,4,0,12,11,False,0,False,1,0.34,0.3333,0.81,0.1642,48,206,254,9.5
7989,2011-12-04,4,0,12,12,False,0,False,1,0.36,0.3485,0.81,0.1642,82,247,329,9.5
7990,2011-12-04,4,0,12,13,False,0,False,1,0.4,0.4091,0.66,0.2239,88,269,357,9.5
7991,2011-12-04,4,0,12,14,False,0,False,1,0.42,0.4242,0.62,0.1343,77,246,323,9.5
7992,2011-12-04,4,0,12,15,False,0,False,1,0.42,0.4242,0.62,0.194,69,227,296,9.5
7993,2011-12-04,4,0,12,16,False,0,False,1,0.42,0.4242,0.58,0.2239,64,266,330,9.5
7994,2011-12-04,4,0,12,17,False,0,False,1,0.38,0.3939,0.76,0.1343,38,207,245,9.5
7995,2011-12-04,4,0,12,18,False,0,False,1,0.38,0.3939,0.71,0.0,10,161,171,9.5
7996,2011-12-04,4,0,12,19,False,0,False,1,0.38,0.3939,0.76,0.0,15,158,173,9.5
7997,2011-12-04,4,0,12,20,False,0,False,1,0.36,0.3485,0.76,0.1343,8,116,124,9.5
7998,2011-12-04,4,0,12,21,False,0,False,1,0.36,0.3636,0.81,0.1045,7,65,72,9.5
7999,2011-12-04,4,0,12,22,False,0,False,1,0.34,0.3485,0.87,0.1045,5,59,64,9.5
8000,2011-12-04,4,0,12,23,False,0,False,1,0.34,0.3485,0.87,0.1045,3,42,45,9.5
8001,2011-12-05,4,0,12,0,False,1,True,1,0.32,0.3333,0.87,0.0896,3,21,24,9.5
8002,2011-12-05,4,0,12,1,False,1,True,1,0.32,0.3485,0.87,0.0,2,10,12,9.5
8003,2011-12-05,4,0,12,2,False,1,True,1,0.32,0.3485,0.87,0.0,0,8,8,9.5
8004,2011-12-05,4,0,12,3,False,1,True,1,0.32,0.3485,0.87,0.0,0,2,2,9.5
8005,2011-12-05,4,0,12,4,False,1,True,1,0.3,0.3182,0.87,0.1045,0,7,7,9.5
8006,2011-12-05,4,0,12,5,False,1,True,1,0.3,0.3182,0.87,0.1045,1,24,25,9.5
8007,2011-12-05,4,0,12,6,False,1,True,1,0.3,0.3182,0.93,0.0896,1,89,90,9.5
8008,2011-12-05,4,0,12,7,False,1,True,1,0.32,0.3485,0.9,0.0,9,274,283,9.5
8009,2011-12-05,4,0,12,8,False,1,True,1,0.32,0.3485,0.93,0.0,12,392,404,9.5
8010,2011-12-05,4,0,12,9,False,1,True,2,0.36,0.3636,0.87,0.0896,12,178,190,9.5
8011,2011-12-05,4,0,12,10,False,1,True,2,0.36,0.3636,0.87,0.0896,9,78,87,9.5
8012,2011-12-05,4,0,12,11,False,1,True,2,0.36,0.3636,0.87,0.0896,17,106,123,9.5
8013,2011-12-05,4,0,12,12,False,1,True,2,0.4,0.4091,0.76,0.1045,29,125,154,9.5
8014,2011-12-05,4,0,12,13,False,1,True,2,0.42,0.4242,0.71,0.0896,18,153,171,9.5
8015,2011-12-05,4,0,12,14,False,1,True,2,0.46,0.4545,0.67,0.0,7,126,133,9.5
8016,2011-12-05,4,0,12,15,False,1,True,2,0.46,0.4545,0.72,0.0896,16,132,148,9.5
8017,2011-12-05,4,0,12,16,False,1,True,1,0.5,0.4848,0.63,0.0896,10,238,248,9.5
8018,2011-12-05,4,0,12,17,False,1,True,1,0.42,0.4242,0.77,0.0,16,430,446,9.5
8019,2011-12-05,4,0,12,18,False,1,True,1,0.44,0.4394,0.77,0.0,13,386,399,9.5
8020,2011-12-05,4,0,12,19,False,1,True,2,0.46,0.4545,0.77,0.0,13,295,308,9.5
8021,2011-12-05,4,0,12,20,False,1,True,2,0.46,0.4545,0.82,0.1045,15,190,205,9.5
8022,2011-12-05,4,0,12,21,False,1,True,2,0.44,0.4394,0.88,0.0896,10,166,176,9.5
8023,2011-12-05,4,0,12,22,False,1,True,2,0.44,0.4394,0.88,0.1343,12,94,106,9.5
8024,2011-12-05,4,0,12,23,False,1,True,2,0.46,0.4545,0.88,0.1343,8,54,62,9.5
8025,2011-12-06,4,0,12,0,False,2,True,2,0.5,0.4848,0.77,0.2985,3,25,28,9.5
8026,2011-12-06,4,0,12,1,False,2,True,2,0.46,0.4545,0.88,0.2985,2,14,16,9.5
8027,2011-12-06,4,0,12,2,False,2,True,2,0.46,0.4545,0.87,0.194,0,3,3,9.5
8028,2011-12-06,4,0,12,3,False,2,True,2,0.46,0.4545,0.87,0.194,0,3,3,9.5
8029,2011-12-06,4,0,12,4,False,2,True,3,0.46,0.4545,0.88,0.2239,0,7,7,9.5
8030,2011-12-06,4,0,12,5,False,2,True,3,0.46,0.4545,0.88,0.2239,0,20,20,9.5
8031,2011-12-06,4,0,12,6,False,2,True,2,0.44,0.4394,0.94,0.2836,5,81,86,9.5
8032,2011-12-06,4,0,12,7,False,2,True,2,0.46,0.4545,0.94,0.194,7,227,234,9.5
8033,2011-12-06,4,0,12,8,False,2,True,2,0.46,0.4545,0.94,0.194,13,401,414,9.5
8034,2011-12-06,4,0,12,9,False,2,True,2,0.46,0.4545,0.94,0.2239,4,200,204,9.5
8035,2011-12-06,4,0,12,10,False,2,True,3,0.46,0.4545,0.94,0.2836,6,44,50,9.5
8036,2011-12-06,4,0,12,11,False,2,True,3,0.46,0.4545,0.94,0.2537,4,28,32,9.5
8037,2011-12-06,4,0,12,12,False,2,True,3,0.46,0.4545,1.0,0.2239,5,50,55,9.5
8038,2011-12-06,4,0,12,13,False,2,True,3,0.46,0.4545,1.0,0.194,6,65,71,9.5
8039,2011-12-06,4,0,12,14,False,2,True,3,0.48,0.4697,1.0,0.2239,6,69,75,9.5
8040,2011-12-06,4,0,12,15,False,2,True,3,0.5,0.4848,1.0,0.194,2,43,45,9.5
8041,2011-12-06,4,0,12,16,False,2,True,3,0.46,0.4545,1.0,0.2537,4,84,88,9.5
8042,2011-12-06,4,0,12,17,False,2,True,2,0.46,0.4545,1.0,0.2239,13,249,262,9.5
8043,2011-12-06,4,0,12,18,False,2,True,2,0.46,0.4545,1.0,0.2836,17,287,304,9.5
8044,2011-12-06,4,0,12,19,False,2,True,3,0.46,0.4545,1.0,0.2985,10,223,233,9.5
8045,2011-12-06,4,0,12,20,False,2,True,3,0.46,0.4545,1.0,0.2985,3,107,110,9.5
8046,2011-12-06,4,0,12,21,False,2,True,2,0.44,0.4394,1.0,0.194,6,108,114,9.5
8047,2011-12-06,4,0,12,22,False,2,True,3,0.46,0.4545,1.0,0.1642,5,82,87,9.5
8048,2011-12-06,4,0,12,23,False,2,True,3,0.46,0.4545,1.0,0.1642,5,48,53,9.5
8049,2011-12-07,4,0,12,0,False,3,True,1,0.44,0.4394,1.0,0.194,3,30,33,9.5
8050,2011-12-07,4,0,12,1,False,3,True,2,0.46,0.4545,1.0,0.2537,4,9,13,9.5
8051,2011-12-07,4,0,12,2,False,3,True,3,0.46,0.4545,1.0,0.2239,2,4,6,9.5
8052,2011-12-07,4,0,12,3,False,3,True,3,0.46,0.4545,1.0,0.2239,0,3,3,9.5
8053,2011-12-07,4,0,12,4,False,3,True,3,0.46,0.4545,1.0,0.1642,0,1,1,9.5
8054,2011-12-07,4,0,12,5,False,3,True,3,0.46,0.4545,1.0,0.1642,0,3,3,9.5
8055,2011-12-07,4,0,12,6,False,3,True,3,0.48,0.4697,1.0,0.4179,0,18,18,9.5
8056,2011-12-07,4,0,12,7,False,3,True,3,0.44,0.4394,1.0,0.1045,3,43,46,9.5
8057,2011-12-07,4,0,12,8,False,3,True,3,0.44,0.4394,1.0,0.0,6,80,86,9.5
8058,2011-12-07,4,0,12,9,False,3,True,3,0.44,0.4394,1.0,0.2537,0,64,64,9.5
8059,2011-12-07,4,0,12,10,False,3,True,3,0.44,0.4394,1.0,0.0896,1,32,33,9.5
8060,2011-12-07,4,0,12,11,False,3,True,3,0.44,0.4394,1.0,0.0896,3,47,50,9.5
8061,2011-12-07,4,0,12,12,False,3,True,3,0.44,0.4394,1.0,0.1343,4,29,33,9.5
8062,2011-12-07,4,0,12,13,False,3,True,3,0.44,0.4394,1.0,0.194,5,28,33,9.5
8063,2011-12-07,4,0,12,14,False,3,True,3,0.44,0.4394,1.0,0.194,1,24,25,9.5
8064,2011-12-07,4,0,12,15,False,3,True,3,0.42,0.4242,0.94,0.2239,5,25,30,9.5
8065,2011-12-07,4,0,12,16,False,3,True,3,0.42,0.4242,0.94,0.194,3,28,31,9.5
8066,2011-12-07,4,0,12,17,False,3,True,3,0.4,0.4091,1.0,0.3284,4,48,52,9.5
8067,2011-12-07,4,0,12,18,False,3,True,3,0.4,0.4091,0.94,0.2985,3,48,51,9.5
8068,2011-12-07,4,0,12,19,False,3,True,3,0.34,0.2879,0.87,0.6418,2,31,33,9.5
8069,2011-12-07,4,0,12,20,False,3,True,3,0.34,0.2879,0.87,0.6418,1,25,26,9.5
8070,2011-12-07,4,0,12,21,False,3,True,3,0.3,0.2576,0.87,0.5224,0,6,6,9.5
8071,2011-12-07,4,0,12,22,False,3,True,3,0.24,0.197,0.93,0.4478,0,13,13,9.5
8072,2011-12-07,4,0,12,23,False,3,True,1,0.24,0.2121,0.93,0.3881,0,16,16,9.5
8073,2011-12-08,4,0,12,0,False,4,True,2,0.26,0.2273,0.87,0.2985,0,21,21,9.5
8074,2011-12-08,4,0,12,1,False,4,True,1,0.26,0.2273,0.81,0.3582,1,6,7,9.5
8075,2011-12-08,4,0,12,2,False,4,True,1,0.28,0.2727,0.65,0.2239,0,4,4,9.5
8076,2011-12-08,4,0,12,3,False,4,True,1,0.26,0.2273,0.6,0.2985,0,1,1,9.5
8077,2011-12-08,4,0,12,4,False,4,True,2,0.24,0.197,0.6,0.4627,0,2,2,9.5
8078,2011-12-08,4,0,12,5,False,4,True,1,0.22,0.2121,0.64,0.2239,0,12,12,9.5
8079,2011-12-08,4,0,12,6,False,4,True,1,0.22,0.2121,0.55,0.2836,0,71,71,9.5
8080,2011-12-08,4,0,12,7,False,4,True,1,0.22,0.2121,0.6,0.2239,11,233,244,9.5
8081,2011-12-08,4,0,12,8,False,4,True,1,0.22,0.2121,0.55,0.2836,11,418,429,9.5
8082,2011-12-08,4,0,12,9,False,4,True,1,0.24,0.2121,0.52,0.3881,7,218,225,9.5
8083,2011-12-08,4,0,12,10,False,4,True,1,0.26,0.2273,0.52,0.3284,1,109,110,9.5
8084,2011-12-08,4,0,12,11,False,4,True,1,0.28,0.2727,0.52,0.2537,6,100,106,9.5
8085,2011-12-08,4,0,12,12,False,4,True,1,0.28,0.2576,0.52,0.3284,8,148,156,9.5
8086,2011-12-08,4,0,12,13,False,4,True,1,0.3,0.2727,0.49,0.3582,9,115,124,9.5
8087,2011-12-08,4,0,12,14,False,4,True,1,0.32,0.303,0.45,0.2537,16,121,137,9.5
8088,2011-12-08,4,0,12,15,False,4,True,1,0.32,0.3333,0.45,0.1343,19,98,117,9.5
8089,2011-12-08,4,0,12,16,False,4,True,1,0.32,0.3182,0.45,0.194,7,201,208,9.5
8090,2011-12-08,4,0,12,17,False,4,True,1,0.3,0.3182,0.49,0.1045,10,321,331,9.5
